Age,Attrition,BusinessTravel,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsInCurrentRole,ChangeCompanyRate,Satisfaction
28.0,No,Travel_Rarely,8,3,Medical,Male,Research Scientist,Single,3441.0,No,11,3.0,0,6,3.0,2,1.1428571428571428,15
42.0,No,Travel_Frequently,18,4,Medical,Female,Sales Executive,Married,4523.0,No,16,3.0,1,6,4.0,3,0.14285714285714285,11
50.0,No,Travel_Rarely,10,3,Technical Degree,Male,Sales Executive,Single,17639.0,Yes,13,3.0,0,6,3.0,3,1.1428571428571428,15
36.0,Yes,Travel_Rarely,14,3,Medical,Female,Laboratory Technician,Married,6962.0,Yes,13,4.0,1,8,2.0,4,5.111111111111111,14
27.0,No,Travel_Rarely,1,1,Life Sciences,Male,Manufacturing Director,Married,3839.7428571428572,No,12,4.0,1,4,4.0,3,1.2,13
38.0,No,Travel_Rarely,3,4,Medical,Female,Research Scientist,Single,5986.83193277311,No,13,3.0,0,5,4.0,2,0.16666666666666666,14
26.0,No,Travel_Rarely,1,1,Life Sciences,Male,Sales Executive,Married,3578.0,No,25,3.0,0,20,2.0,16,1.0476190476190477,14
27.0,Yes,Travel_Rarely,22,3,Life Sciences,Female,Research Scientist,Married,2318.0,Yes,11,3.0,0,7,2.0,2,4.125,12
49.0,No,Travel_Rarely,18,4,Life Sciences,Female,Laboratory Technician,Married,9228.730569948186,No,18,3.0,2,4,3.0,0,4.2,18
41.0,No,Travel_Rarely,10,4,Marketing,Male,Sales Executive,Divorced,3072.0,Yes,12,3.0,1,5,2.0,2,1.1666666666666667,18
41.0,No,Travel_Rarely,4,2,Life Sciences,Female,Manager,Divorced,4393.0,No,14,4.0,2,26,3.0,9,1.037037037037037,14
25.0,No,Travel_Rarely,5,3,Medical,Male,Sales Executive,Single,3839.7428571428572,No,18,3.0,0,6,2.0,4,0.14285714285714285,15
37.0,No,Travel_Rarely,6,1,Life Sciences,Male,Research Scientist,Married,3408.0,Yes,14,3.0,0,4,2.0,2,0.2,16
29.0,No,Travel_Rarely,14,3,Medical,Female,Sales Executive,Married,16124.0,Yes,17,3.0,1,11,2.0,4,3.0833333333333335,14
29.0,No,Travel_Rarely,26,3,Marketing,Female,Sales Executive,Married,3760.0,No,15,3.0,1,10,5.0,7,1.0909090909090908,8
37.0,No,Non-Travel,2,2,Life Sciences,Male,Sales Executive,Single,3055.0,No,18,3.0,0,10,2.0,7,1.0909090909090908,12
37.0,No,Travel_Rarely,1,3,Life Sciences,Male,Laboratory Technician,Married,9602.0,Yes,15,3.0,1,9,3.0,8,1.1,18
32.0,No,Travel_Frequently,2,4,Life Sciences,Male,Manufacturing Director,Single,6524.0,Yes,11,3.0,0,18,3.0,14,9.052631578947368,15
44.0,No,Travel_Rarely,1,2,Life Sciences,Female,Laboratory Technician,Divorced,5454.0,No,14,4.0,1,5,2.0,2,3.1666666666666665,10
41.0,No,Travel_Rarely,5,4,Life Sciences,Male,Manager,Married,9228.730569948186,No,11,3.0,2,12,2.0,6,6.076923076923077,14
31.0,No,Travel_Frequently,10,3,Medical,Female,Human Resources,Married,2789.0,No,14,3.0,1,3,2.0,2,0.25,15
40.0,No,Travel_Rarely,1,2,Marketing,Male,Sales Executive,Divorced,9094.0,No,25,3.0,3,24,2.0,13,1.04,12
50.0,No,Travel_Frequently,14,2,Life Sciences,Male,Sales Executive,Married,18200.0,No,15,3.0,1,5,2.0,4,1.1666666666666667,14
46.0,No,Travel_Rarely,6,1,Medical,Male,Healthcare Representative,Married,9228.730569948186,No,15,3.0,1,9,3.0,7,4.1,11
37.0,No,Travel_Rarely,10,3,Marketing,Male,Sales Executive,Married,4898.0,No,18,3.0,1,10,3.0,3,1.0909090909090908,12
33.0,No,Travel_Rarely,8,3,Life Sciences,Female,Laboratory Technician,Single,2909.0,No,13,3.0,0,8,3.0,0,4.111111111111111,17
41.0,No,Travel_Frequently,2,3,Technical Degree,Female,Manager,Married,4103.0,Yes,12,3.0,1,28,2.0,7,3.0344827586206895,10
37.0,No,Travel_Rarely,23,3,Life Sciences,Female,Manufacturing Director,Married,2670.0,Yes,12,4.0,1,33,3.0,16,4.029411764705882,13
42.0,No,Travel_Rarely,4,2,Life Sciences,Male,Manager,Married,19232.0,No,13,3.0,0,31,3.0,2,2.03125,16
28.0,No,Travel_Rarely,20,2,Marketing,Male,Sales Executive,Divorced,8463.0,No,14,3.0,1,10,4.0,2,2.090909090909091,18
42.0,Yes,Travel_Rarely,4,3,Technical Degree,Female,Laboratory Technician,Single,15992.0,No,19,3.0,0,1,2.0,0,1.5,10
59.0,No,Travel_Frequently,1,3,Medical,Female,Laboratory Technician,Single,5473.0,No,13,3.0,0,8,2.0,7,0.1111111111111111,13
37.0,No,Travel_Rarely,2,3,Life Sciences,Female,Manufacturing Director,Divorced,6447.0,No,18,3.0,1,15,2.0,7,2.0625,13
29.0,No,Travel_Rarely,18,4,Life Sciences,Male,Healthcare Representative,Married,4262.0,Yes,14,3.0,2,10,3.0,2,1.0909090909090908,17
54.0,No,Travel_Rarely,1,4,Other,Female,Healthcare Representative,Married,5485.0,Yes,13,3.0,1,6,4.0,5,1.1428571428571428,13
42.0,No,Travel_Rarely,9,3,Medical,Male,Research Scientist,Married,9228.730569948186,Yes,12,4.0,3,4,2.0,2,1.2,14
59.0,No,Travel_Rarely,1,2,Medical,Male,Manufacturing Director,Married,10512.0,No,15,3.0,0,5,6.0,2,1.1666666666666667,12
35.0,No,Travel_Rarely,2,2,Marketing,Female,Sales Executive,Married,2572.0,Yes,22,3.0,1,8,1.0,6,0.1111111111111111,14
40.0,No,Travel_Frequently,9,2,Medical,Female,Sales Executive,Divorced,4422.0,No,17,3.0,3,9,3.0,7,0.1,17
38.0,No,Travel_Rarely,18,1,Medical,Male,Healthcare Representative,Married,9924.0,No,11,3.0,0,28,3.0,2,5.0344827586206895,13
25.0,No,Travel_Rarely,4,4,Life Sciences,Female,Healthcare Representative,Married,2187.0,Yes,16,3.0,0,4,3.0,2,0.2,15
31.0,No,Travel_Rarely,20,3,Other,Male,Manufacturing Director,Married,5986.83193277311,No,15,4.0,1,7,3.0,2,0.125,12
29.0,No,Travel_Frequently,26,4,Marketing,Male,Manager,Married,4554.0,No,14,3.0,1,29,3.0,6,2.033333333333333,12
34.0,No,Travel_Rarely,20,5,Medical,Female,Healthcare Representative,Married,6712.0,Yes,15,4.0,1,32,3.0,8,2.0303030303030303,14
34.0,No,Non-Travel,2,5,Medical,Female,Human Resources,Married,2029.0,No,16,4.0,1,10,3.0,3,7.090909090909091,14
22.0,No,Non-Travel,2,1,Marketing,Female,Sales Executive,Married,2814.0,Yes,13,3.0,3,4,2.0,2,0.2,11
37.0,Yes,Travel_Frequently,5,3,Marketing,Male,Sales Representative,Single,13675.0,Yes,14,3.0,0,0,3.0,0,2.0,14
24.0,No,Travel_Rarely,1,1,Life Sciences,Female,Laboratory Technician,Married,3202.0,Yes,12,3.0,2,10,4.0,8,1.0909090909090908,15
37.0,No,Travel_Rarely,4,1,Medical,Female,Manager,Married,2593.0,No,14,3.0,1,21,4.0,8,1.0454545454545454,15
37.0,No,Travel_Rarely,3,3,Life Sciences,Male,Sales Executive,Single,8237.0,No,17,3.0,0,13,3.0,1,5.071428571428571,16
31.0,No,Travel_Rarely,12,3,Medical,Female,Healthcare Representative,Married,5468.0,Yes,11,3.0,2,10,3.0,7,0.09090909090909091,15
31.0,No,Travel_Frequently,18,1,Medical,Male,Laboratory Technician,Single,2610.0,No,13,3.0,0,8,5.0,1,1.1111111111111112,13
39.0,Yes,Travel_Rarely,10,3,Medical,Female,Research Scientist,Single,5902.0,Yes,25,3.0,0,1,3.0,1,1.5,11
37.0,Yes,Travel_Rarely,22,4,Medical,Female,Manufacturing Director,Married,4907.0,Yes,15,4.0,2,10,3.0,2,1.0909090909090908,16
38.0,No,Travel_Rarely,1,2,Medical,Female,Research Director,Divorced,12061.0,No,22,3.0,1,32,2.0,4,9.030303030303031,16
43.0,No,Travel_Frequently,2,3,Human Resources,Male,Human Resources,Married,9228.730569948186,No,13,4.0,1,5,3.0,4,1.1666666666666667,15
47.0,No,Travel_Rarely,8,4,Life Sciences,Female,Sales Representative,Married,15972.0,No,16,3.0,1,3,2.0,2,1.25,12
49.0,No,Travel_Rarely,3,5,Technical Degree,Male,Research Scientist,Single,6651.0,Yes,20,3.0,0,19,0.0,2,3.05,15
33.0,No,Travel_Frequently,16,3,Life Sciences,Male,Sales Executive,Single,7725.0,No,12,4.0,0,8,2.0,2,2.111111111111111,13
23.0,No,Travel_Rarely,20,3,Life Sciences,Male,Sales Executive,Single,2819.0,No,14,3.0,0,7,3.0,7,1.125,17
33.0,No,Travel_Rarely,1,3,Life Sciences,Female,Laboratory Technician,Married,2851.0,No,11,3.0,3,10,3.0,8,0.09090909090909091,12
37.0,No,Travel_Frequently,5,3,Medical,Male,Sales Executive,Divorced,2996.0,Yes,13,3.0,1,10,2.0,0,1.0909090909090908,9
24.0,No,Non-Travel,1,4,Life Sciences,Male,Manufacturing Director,Divorced,3162.0,No,17,3.0,1,33,2.0,4,7.029411764705882,12
29.0,No,Travel_Rarely,5,3,Technical Degree,Male,Sales Executive,Married,2119.0,No,19,3.0,1,6,4.0,2,1.1428571428571428,13
50.0,No,Travel_Rarely,1,1,Technical Degree,Male,Manufacturing Director,Married,3690.0,No,13,3.0,1,10,3.0,7,1.0909090909090908,14
29.0,No,Travel_Rarely,13,4,Life Sciences,Male,Sales Executive,Divorced,2062.0,No,11,3.0,1,8,2.0,2,2.111111111111111,14
42.0,Yes,Travel_Rarely,24,3,Life Sciences,Male,Laboratory Technician,Divorced,5538.0,Yes,22,3.0,1,19,2.0,0,3.05,15
37.0,No,Travel_Rarely,4,3,Medical,Male,Laboratory Technician,Divorced,5986.83193277311,No,12,4.0,1,4,4.0,2,8.2,12
44.0,No,Travel_Rarely,1,2,Technical Degree,Female,Manager,Married,13320.0,Yes,14,3.0,1,14,2.0,4,3.066666666666667,13
31.0,No,Travel_Rarely,2,3,Medical,Female,Manager,Divorced,3929.0,No,22,4.0,1,37,3.0,9,4.026315789473684,13
30.0,No,Travel_Rarely,2,4,Life Sciences,Female,Manufacturing Director,Married,6877.0,No,18,4.0,1,4,4.0,2,0.2,13
32.0,No,Travel_Frequently,26,2,Life Sciences,Male,Manager,Married,3433.0,Yes,12,3.0,2,25,3.0,12,1.0384615384615385,18
50.0,No,Travel_Rarely,23,4,Life Sciences,Female,Research Scientist,Divorced,19926.0,No,12,3.0,2,2,5.0,2,1.3333333333333333,14
36.0,Yes,Non-Travel,4,1,Technical Degree,Female,Laboratory Technician,Married,5674.0,Yes,15,3.0,1,7,3.0,7,1.125,17
46.0,No,Travel_Rarely,11,2,Medical,Male,Healthcare Representative,Married,19328.0,Yes,13,3.0,1,5,3.0,3,1.1666666666666667,11
37.0,No,Travel_Rarely,15,4,Marketing,Male,Sales Executive,Single,6392.0,No,12,3.0,0,21,6.0,8,0.045454545454545456,10
19.0,No,Travel_Rarely,8,1,Other,Male,Healthcare Representative,Married,2552.0,No,13,3.0,1,9,4.0,7,3.1,11
37.0,No,Travel_Rarely,11,2,Marketing,Male,Sales Executive,Divorced,5986.83193277311,No,11,4.0,1,5,3.0,2,1.1666666666666667,18
33.0,Yes,Travel_Frequently,14,4,Life Sciences,Male,Research Scientist,Married,4682.0,Yes,18,3.0,3,7,6.0,4,9.125,11
38.0,No,Non-Travel,2,4,Life Sciences,Female,Research Scientist,Divorced,5329.0,Yes,18,3.0,1,3,3.0,2,0.25,13
30.0,No,Travel_Rarely,9,4,Medical,Female,Research Scientist,Single,9667.0,No,19,3.0,0,10,3.0,7,1.0909090909090908,13
37.0,No,Travel_Frequently,3,3,Medical,Male,Sales Representative,Married,4968.0,No,19,3.0,1,1,3.0,0,1.5,14
30.0,No,Travel_Rarely,2,1,Life Sciences,Male,Research Scientist,Married,2720.0,No,13,3.0,1,10,3.0,5,1.0909090909090908,16
37.0,No,Travel_Rarely,4,4,Life Sciences,Female,Laboratory Technician,Single,5010.0,No,16,3.0,0,10,0.0,4,1.0909090909090908,12
44.0,Yes,Travel_Rarely,3,2,Life Sciences,Male,Sales Executive,Single,2818.0,No,14,4.0,0,4,2.0,2,9.2,11
28.0,No,Travel_Rarely,10,5,Medical,Male,Manufacturing Director,Married,2070.0,No,13,3.0,3,10,3.0,7,2.090909090909091,13
35.0,Yes,Travel_Rarely,24,2,Life Sciences,Female,Research Scientist,Single,4425.0,Yes,24,3.0,0,1,3.0,0,1.5,14
35.0,No,Travel_Frequently,2,2,Marketing,Male,Sales Executive,Single,4930.0,No,16,3.0,0,10,2.0,0,7.090909090909091,15
35.0,No,Travel_Rarely,4,4,Medical,Female,Research Scientist,Married,10685.0,No,21,4.0,0,7,2.0,2,6.125,14
37.0,Yes,Travel_Rarely,10,3,Medical,Male,Sales Executive,Married,7880.0,No,17,3.0,0,15,3.0,12,9.0625,13
35.0,No,Travel_Frequently,4,1,Life Sciences,Male,Research Scientist,Married,5986.83193277311,Yes,15,3.0,0,8,2.0,4,7.111111111111111,16
41.0,No,Travel_Rarely,10,1,Medical,Male,Manager,Married,4721.0,Yes,14,3.0,0,21,3.0,9,1.0454545454545454,14
40.0,No,Travel_Rarely,2,2,Medical,Male,Sales Executive,Married,19833.0,No,13,3.0,2,10,3.0,9,1.0909090909090908,12
26.0,No,Travel_Frequently,11,3,Medical,Male,Research Scientist,Married,2544.0,No,13,3.0,1,2,3.0,1,1.3333333333333333,13
37.0,No,Travel_Rarely,15,2,Medical,Female,Healthcare Representative,Married,3629.0,Yes,13,3.0,1,10,6.0,7,0.09090909090909091,13
32.0,No,Travel_Rarely,1,2,Medical,Female,Laboratory Technician,Single,5986.83193277311,No,23,3.0,0,12,3.0,8,1.0769230769230769,17
43.0,Yes,Travel_Rarely,16,4,Technical Degree,Female,Research Scientist,Married,16064.0,Yes,23,4.0,1,5,3.0,2,1.1666666666666667,11
37.0,No,Travel_Rarely,7,3,Technical Degree,Female,Sales Executive,Married,5986.83193277311,No,11,3.0,1,10,3.0,7,4.090909090909091,14
35.0,No,Travel_Rarely,1,5,Medical,Male,Research Director,Divorced,3506.0,No,19,3.0,1,10,3.0,1,4.090909090909091,14
26.0,No,Travel_Frequently,1,3,Life Sciences,Female,Sales Representative,Single,6397.0,No,14,3.0,0,20,6.0,0,4.0476190476190474,7
30.0,No,Travel_Rarely,7,3,Life Sciences,Male,Manufacturing Director,Single,7140.0,No,11,3.0,0,37,2.0,4,4.026315789473684,12
31.0,No,Travel_Rarely,21,2,Medical,Male,Manufacturing Director,Divorced,5986.83193277311,No,16,3.0,1,11,4.0,3,2.0833333333333335,14
38.0,No,Travel_Rarely,22,3,Technical Degree,Female,Research Scientist,Divorced,3306.0,No,12,3.0,1,8,5.0,2,5.111111111111111,12
40.0,No,Travel_Rarely,4,2,Marketing,Male,Manager,Married,5986.83193277311,No,14,3.0,1,26,3.0,4,2.037037037037037,14
37.0,No,Travel_Frequently,7,4,Other,Male,Research Scientist,Single,5986.83193277311,No,18,3.0,0,8,3.0,2,2.111111111111111,15
58.0,No,Non-Travel,7,3,Medical,Male,Sales Executive,Married,16291.0,No,14,4.0,2,5,0.0,3,0.16666666666666666,12
50.0,No,Travel_Rarely,1,3,Life Sciences,Male,Research Scientist,Single,19237.0,No,13,3.0,0,1,2.0,0,1.5,16
35.0,No,Travel_Rarely,15,3,Life Sciences,Female,Sales Executive,Married,5986.83193277311,No,18,3.0,1,7,3.0,2,3.125,16
37.0,No,Travel_Rarely,7,2,Medical,Male,Manufacturing Director,Divorced,19406.0,No,13,3.0,1,13,4.0,7,6.071428571428571,15
39.0,No,Travel_Rarely,2,3,Other,Female,Sales Executive,Single,12742.0,No,22,3.0,0,6,3.0,5,1.1428571428571428,17
43.0,No,Travel_Rarely,3,2,Life Sciences,Male,Sales Executive,Single,2089.0,No,12,3.0,0,6,3.0,2,5.142857142857143,13
40.0,No,Travel_Rarely,2,3,Life Sciences,Male,Manufacturing Director,Single,6380.0,Yes,13,3.0,0,30,3.0,3,3.032258064516129,13
31.0,Yes,Travel_Frequently,17,2,Life Sciences,Male,Laboratory Technician,Married,5617.0,No,13,3.0,1,1,4.0,0,1.5,11
52.0,Yes,Travel_Rarely,7,2,Life Sciences,Female,Laboratory Technician,Married,3212.0,No,18,3.0,1,10,3.0,4,1.0909090909090908,14
37.0,No,Travel_Rarely,4,4,Medical,Male,Laboratory Technician,Married,7898.0,No,11,3.0,0,8,2.0,4,8.11111111111111,12
42.0,No,Travel_Frequently,5,4,Life Sciences,Male,Healthcare Representative,Married,9228.730569948186,No,12,3.0,2,9,4.0,2,4.1,12
42.0,Yes,Non-Travel,2,4,Life Sciences,Male,Laboratory Technician,Single,2936.0,No,12,4.0,0,1,1.0,0,1.5,13
46.0,Yes,Travel_Rarely,29,2,Medical,Female,Laboratory Technician,Single,13225.0,No,11,3.0,0,6,3.0,4,0.14285714285714285,13
52.0,No,Travel_Rarely,29,3,Medical,Male,Research Scientist,Single,10445.0,No,13,3.0,0,9,4.0,5,5.1,14
38.0,No,Travel_Rarely,1,3,Life Sciences,Male,Human Resources,Divorced,11510.0,No,21,3.0,1,6,3.0,3,0.14285714285714285,14
49.0,No,Travel_Rarely,3,4,Medical,Female,Research Director,Married,3580.0,No,18,3.0,0,10,3.0,2,1.0909090909090908,13
33.0,No,Travel_Rarely,8,3,Life Sciences,Female,Research Director,Married,2622.0,No,14,4.0,1,10,3.0,7,9.090909090909092,10
37.0,No,Travel_Frequently,1,4,Life Sciences,Female,Healthcare Representative,Divorced,3755.0,Yes,13,3.0,1,12,3.0,3,2.076923076923077,15
45.0,No,Non-Travel,2,3,Medical,Male,Research Director,Single,3633.0,No,12,3.0,0,35,3.0,8,4.027777777777778,14
34.0,No,Travel_Frequently,1,5,Marketing,Male,Sales Executive,Married,6074.0,No,12,4.0,1,11,3.0,0,7.083333333333333,12
37.0,No,Travel_Rarely,6,4,Life Sciences,Female,Research Scientist,Single,5986.83193277311,No,13,3.0,0,17,6.0,11,1.0555555555555556,12
35.0,No,Travel_Rarely,2,1,Life Sciences,Female,Healthcare Representative,Divorced,4788.0,No,19,3.0,1,6,2.0,4,1.1428571428571428,16
55.0,No,Travel_Rarely,2,2,Technical Degree,Male,Laboratory Technician,Single,10545.035714285714,No,11,3.0,0,7,3.0,0,5.125,15
37.0,No,Travel_Rarely,5,5,Medical,Male,Laboratory Technician,Single,3210.0,Yes,14,3.0,0,10,4.0,7,1.0909090909090908,9
47.0,No,Travel_Rarely,5,3,Life Sciences,Female,Manager,Divorced,3294.0,Yes,11,3.0,1,33,3.0,9,1.0294117647058822,13
32.0,No,Travel_Rarely,1,4,Life Sciences,Male,Healthcare Representative,Married,2439.0,No,15,3.0,1,10,4.0,0,2.090909090909091,14
20.0,No,Travel_Rarely,6,3,Marketing,Male,Sales Executive,Single,3839.7428571428572,No,12,3.0,0,10,3.0,8,1.0909090909090908,15
28.0,Yes,Non-Travel,5,2,Life Sciences,Male,Research Scientist,Single,8722.0,Yes,14,3.0,0,8,2.0,1,3.111111111111111,12
37.0,Yes,Non-Travel,22,2,Marketing,Male,Sales Executive,Married,2042.0,Yes,12,3.0,2,8,3.0,4,2.111111111111111,12
32.0,No,Travel_Rarely,3,3,Life Sciences,Male,Research Scientist,Divorced,3038.0,No,12,3.0,1,11,2.0,8,1.0833333333333333,15
56.0,No,Travel_Frequently,1,3,Medical,Female,Laboratory Technician,Single,2942.0,No,19,3.0,0,3,3.0,0,1.25,12
49.0,Yes,Travel_Rarely,1,5,Life Sciences,Male,Manufacturing Director,Single,18711.0,No,11,3.0,0,10,2.0,8,1.0909090909090908,13
48.0,No,Travel_Rarely,1,1,Medical,Female,Research Scientist,Divorced,9228.730569948186,No,13,3.0,2,5,3.0,3,1.1666666666666667,12
32.0,No,Travel_Rarely,10,4,Marketing,Male,Sales Executive,Single,5986.83193277311,No,13,4.0,0,4,3.0,0,8.2,18
37.0,No,Non-Travel,16,3,Medical,Female,Research Scientist,Single,5986.83193277311,No,14,4.0,0,5,3.0,3,1.1666666666666667,14
37.0,No,Travel_Rarely,7,2,Medical,Male,Research Director,Divorced,6825.0,Yes,12,3.0,1,29,2.0,3,5.033333333333333,13
43.0,No,Travel_Frequently,24,1,Life Sciences,Female,Research Scientist,Single,10820.0,No,13,3.0,0,18,1.0,7,7.052631578947368,12
37.0,No,Travel_Rarely,1,3,Life Sciences,Female,Research Scientist,Divorced,15402.0,No,15,3.0,3,3,3.0,2,1.25,12
33.0,Yes,Travel_Rarely,3,2,Medical,Male,Sales Executive,Married,3600.0,Yes,18,3.0,0,12,2.0,0,4.076923076923077,13
60.0,Yes,Travel_Rarely,10,3,Medical,Male,Manufacturing Director,Divorced,5220.0,No,11,3.0,2,17,3.0,0,6.055555555555555,12
34.0,No,Travel_Rarely,4,3,Life Sciences,Female,Manufacturing Director,Single,11631.0,No,11,3.0,0,11,6.0,9,1.0833333333333333,17
28.0,No,Travel_Frequently,4,2,Medical,Male,Laboratory Technician,Married,2596.0,No,19,3.0,1,7,2.0,0,7.125,16
31.0,No,Travel_Rarely,3,3,Life Sciences,Male,Sales Executive,Divorced,2218.0,No,11,3.0,1,14,3.0,4,2.066666666666667,13
29.0,No,Travel_Rarely,1,4,Life Sciences,Male,Healthcare Representative,Single,6623.0,No,13,3.0,0,10,2.0,7,0.09090909090909091,15
51.0,No,Travel_Rarely,3,2,Medical,Female,Laboratory Technician,Married,13142.0,No,25,3.0,1,10,1.0,2,4.090909090909091,10
28.0,No,Travel_Frequently,1,1,Life Sciences,Male,Healthcare Representative,Married,4898.0,No,23,3.0,1,25,5.0,15,3.0384615384615383,14
37.0,No,Travel_Rarely,26,1,Technical Degree,Male,Research Scientist,Divorced,2073.0,No,20,4.0,3,5,3.0,4,1.1666666666666667,12
39.0,No,Travel_Rarely,3,3,Life Sciences,Male,Sales Executive,Single,5986.83193277311,No,12,4.0,0,12,2.0,3,2.076923076923077,14
40.0,No,Travel_Rarely,2,4,Life Sciences,Female,Manager,Single,10322.0,No,19,4.0,0,22,6.0,10,1.0434782608695652,14
32.0,No,Travel_Frequently,21,3,Medical,Female,Laboratory Technician,Married,8998.0,No,18,3.0,3,14,2.0,11,1.0666666666666667,15
30.0,No,Travel_Rarely,15,1,Life Sciences,Male,Research Scientist,Married,3839.7428571428572,Yes,18,3.0,1,6,2.0,4,0.14285714285714285,10
28.0,No,Travel_Rarely,5,3,Life Sciences,Female,Healthcare Representative,Single,4779.0,No,12,4.0,0,11,2.0,2,3.0833333333333335,10
43.0,No,Travel_Rarely,2,3,Life Sciences,Male,Human Resources,Single,17603.0,No,13,4.0,0,10,3.0,7,0.09090909090909091,14
24.0,No,Travel_Rarely,8,4,Technical Degree,Male,Human Resources,Single,2127.0,No,17,4.0,0,6,2.0,4,1.1428571428571428,12
30.0,Yes,Travel_Frequently,2,1,Marketing,Female,Manager,Married,2083.0,No,15,4.0,1,33,2.0,14,1.0294117647058822,13
43.0,No,Travel_Frequently,29,1,Life Sciences,Female,Healthcare Representative,Divorced,5562.0,No,17,3.0,2,11,2.0,0,8.083333333333334,15
51.0,No,Travel_Rarely,26,3,Marketing,Male,Sales Executive,Married,10545.035714285714,No,14,3.0,1,23,3.0,4,5.041666666666667,16
26.0,No,Travel_Frequently,2,4,Life Sciences,Female,Sales Executive,Married,2741.0,No,22,3.0,2,10,2.0,7,4.090909090909091,15
34.0,No,Travel_Rarely,1,4,Life Sciences,Male,Sales Executive,Single,5986.83193277311,No,22,3.0,0,12,3.0,3,4.076923076923077,14
28.0,No,Travel_Rarely,3,2,Medical,Male,Research Scientist,Divorced,3464.0,Yes,13,3.0,1,4,4.0,2,1.2,15
35.0,Yes,Travel_Rarely,4,4,Life Sciences,Male,Research Scientist,Married,10274.0,Yes,12,3.0,3,18,2.0,0,9.052631578947368,14
36.0,No,Travel_Rarely,1,3,Medical,Female,Sales Executive,Single,4663.0,No,16,3.0,0,5,3.0,4,1.1666666666666667,14
37.0,No,Non-Travel,2,3,Marketing,Female,Sales Executive,Married,5986.83193277311,No,12,3.0,1,30,2.0,7,2.032258064516129,11
47.0,No,Non-Travel,3,4,Other,Female,Research Scientist,Married,11957.0,No,16,3.0,1,8,3.0,2,3.111111111111111,13
44.0,Yes,Travel_Rarely,6,3,Medical,Male,Laboratory Technician,Married,5743.0,Yes,21,3.0,0,8,3.0,2,7.111111111111111,13
42.0,No,Travel_Rarely,10,3,Marketing,Female,Sales Executive,Single,2372.0,No,12,3.0,0,10,2.0,7,1.0909090909090908,17
37.0,No,Travel_Rarely,20,3,Life Sciences,Male,Sales Representative,Married,5986.83193277311,No,12,3.0,1,3,2.0,2,0.25,15
32.0,No,Travel_Rarely,18,4,Life Sciences,Male,Manufacturing Director,Divorced,10400.0,Yes,15,3.0,2,7,2.0,7,1.125,15
37.0,No,Travel_Frequently,6,4,Medical,Female,Sales Executive,Divorced,4294.0,No,22,3.0,2,13,3.0,7,4.071428571428571,17
33.0,No,Travel_Rarely,1,1,Life Sciences,Female,Manufacturing Director,Single,4878.0,No,22,3.0,0,12,3.0,8,1.0769230769230769,14
30.0,No,Travel_Rarely,16,3,Medical,Male,Laboratory Technician,Married,6347.0,No,13,3.0,1,6,2.0,4,0.14285714285714285,13
30.0,Yes,Travel_Rarely,5,2,Medical,Female,Research Scientist,Married,4779.0,Yes,14,3.0,1,8,3.0,7,1.1111111111111112,12
53.0,No,Travel_Rarely,16,2,Other,Female,Manufacturing Director,Married,15427.0,Yes,11,3.0,0,4,3.0,2,0.2,15
37.0,No,Travel_Rarely,10,4,Life Sciences,Male,Laboratory Technician,Divorced,2272.0,No,11,3.0,1,9,2.0,7,1.1,14
54.0,No,Travel_Frequently,2,3,Life Sciences,Female,Manager,Single,10502.0,Yes,13,3.0,0,30,3.0,4,2.032258064516129,16
27.0,No,Non-Travel,5,4,Life Sciences,Male,Manufacturing Director,Single,2566.0,No,24,3.0,0,8,3.0,0,8.11111111111111,15
32.0,No,Travel_Rarely,6,3,Life Sciences,Male,Laboratory Technician,Single,6220.0,No,17,3.0,0,19,3.0,2,2.05,18
28.0,No,Non-Travel,21,2,Medical,Male,Sales Representative,Married,2144.0,No,15,3.0,1,10,3.0,4,5.090909090909091,15
26.0,Yes,Travel_Frequently,13,2,Marketing,Female,Sales Executive,Single,2366.0,Yes,11,3.0,0,6,2.0,0,3.142857142857143,17
26.0,No,Travel_Rarely,1,4,Other,Male,Research Scientist,Single,3955.0,Yes,11,3.0,0,6,2.0,2,3.142857142857143,11
47.0,No,Travel_Rarely,2,4,Life Sciences,Female,Research Scientist,Single,17169.0,No,14,3.0,0,8,2.0,2,2.111111111111111,15
49.0,No,Travel_Rarely,10,3,Medical,Male,Research Director,Married,10466.0,No,12,3.0,1,20,3.0,16,3.0476190476190474,10
36.0,No,Travel_Rarely,11,4,Life Sciences,Female,Laboratory Technician,Married,6815.0,No,20,3.0,1,9,5.0,2,8.1,15
31.0,No,Travel_Rarely,10,3,Medical,Male,Manufacturing Director,Single,3067.0,No,14,3.0,0,9,1.0,7,9.1,12
26.0,No,Travel_Rarely,24,3,Medical,Male,Manufacturing Director,Married,3839.7428571428572,Yes,21,3.0,1,10,3.0,9,1.0909090909090908,14
50.0,No,Travel_Rarely,10,3,Technical Degree,Male,Sales Executive,Divorced,17046.0,No,12,3.0,1,7,2.0,1,7.125,12
32.0,No,Travel_Rarely,8,2,Technical Degree,Male,Sales Executive,Married,5986.83193277311,Yes,11,3.0,0,13,3.0,12,1.0714285714285714,14
